reconstruction_error,true_class,predicted_class,alert
0.17530450937011716,0,0,0
0.2903904849690206,0,0,0
0.29474375926464064,0,0,0
0.16621800303538653,0,0,0
0.16665483111543092,0,0,0
0.19664752192145138,0,0,0
0.3009213027075342,0,0,0
0.2864124590388089,0,0,0
0.23503489240419964,0,0,0
0.14067931870713832,0,0,0
0.20350589700582578,0,0,0
0.275770897469867,0,0,0
0.1747845624658027,0,0,0
0.13861854308643018,0,0,0
0.14609180104114544,0,0,0
0.25226480929951156,0,0,0
0.1541067509207427,0,0,0
0.17399736976213542,0,0,0
0.24304040126362375,0,0,0
0.21558117500004462,0,0,0
0.21701736454325352,0,0,0
0.6706894106364925,0,0,0
0.3918244558984598,0,0,0
0.12783374333494477,0,0,0
0.5484279241356718,0,0,0
0.18261304807319598,0,0,0
0.0823360168084553,0,0,0
0.4081492386352662,0,0,0
0.08460282459695538,0,0,0
0.36361869090993465,0,0,0
0.1554268457371028,0,0,0
0.32693945428623494,0,0,0
0.1265998544773069,0,0,0
0.12303484429543804,0,0,0
0.15339307142758346,0,0,0
0.28481779701008,0,0,0
0.17723079691498278,0,0,0
0.15703435760035334,0,0,0
0.1667501167234339,0,0,0
0.1414101146408949,0,0,0
0.2498471593746588,0,0,0
0.3741712928616805,0,0,0
0.2606749893350535,0,0,0
0.38039817281044414,0,0,0
0.1057868520796748,0,0,0
0.20794493182679757,0,0,0
0.31060289714014555,0,0,0
0.6230996803631774,0,0,0
0.17742599085314742,0,0,0
0.21626044030746364,0,0,0
0.1947268407938905,0,0,0
0.16711469071830204,0,0,0
0.1944483012569155,0,0,0
0.3116108853765557,0,0,0
0.08693097054672894,0,0,0
0.4227495214836098,0,0,0
0.3351276476527941,0,0,0
0.342569638204249,0,0,0
0.172714701900785,0,0,0
0.11929651333188487,0,0,0
0.30077149271070713,0,0,0
0.13642218272146894,0,0,0
0.09668096231186403,0,0,0
0.21548652520353972,0,0,0
0.10018297880483568,0,0,0
0.2149368154979725,0,0,0
0.57450675634488,0,0,0
0.13320418331302872,0,0,0
0.11627599541074914,0,0,0
0.079633848765152,0,0,0
0.15462724754791557,0,0,0
0.17386795434997865,0,0,0
0.3426000150514264,0,0,0
0.17241596900654282,0,0,0
0.40698423668029354,0,0,0
0.16079493649337698,0,0,0
0.24978568517763014,0,0,0
0.2906956432417252,0,0,0
0.3505967414669827,0,0,0
0.06846918695000241,0,0,0
0.6994790821597949,0,0,0
0.2046110685922176,0,0,0
0.32656793494213715,0,0,0
0.30110142644085763,0,0,0
0.17317606194435634,0,0,0
0.25850950072131273,0,0,0
0.14659088671765022,0,0,0
4.005397194554217,0,1,1
0.12871933581286168,0,0,0
0.14735694216261144,0,0,0
0.09000348729987258,0,0,0
0.2720148409501932,0,0,0
0.22900737764343576,0,0,0
0.1936531618778819,0,0,0
0.34666447137495376,0,0,0
0.2044341544645626,0,0,0
0.265906702186914,0,0,0
0.5847744392114523,0,0,0
0.1020881290369471,0,0,0
0.20308464412723604,0,0,0
0.2417410147877443,0,0,0
0.663769430523691,0,0,0
0.22126768563366034,0,0,0
0.1443381650479673,0,0,0
0.3883087583346082,0,0,0
0.2646461980356348,0,0,0
0.34506450654744014,0,0,0
0.08811216936961784,0,0,0
0.1903439697859424,0,0,0
0.12933744753060258,0,0,0
0.13110486832814436,0,0,0
0.4734641810401101,0,0,0
0.38740171135632345,0,0,0
0.4325090441413283,0,0,0
0.3050271830270711,0,0,0
0.1953370255841126,0,0,0
0.4045899974076813,0,0,0
0.21648610682171213,0,0,0
0.15582992253453606,0,0,0
0.5116394081602464,0,0,0
0.15382044143359364,0,0,0
0.7683040674082651,0,0,0
0.23157354312662806,0,0,0
0.3300636971335972,0,0,0
0.13490898004199303,0,0,0
0.240524421457729,0,0,0
0.7806539155661544,0,0,0
0.29085173534311204,0,0,0
0.1379696089513658,0,0,0
0.4983625207323197,0,0,0
0.5334502336199104,0,0,0
0.40834808388097826,0,0,0
0.18121801022954367,0,0,0
0.46545459671070283,0,0,0
0.08894244684247161,0,0,0
0.1663755583964237,0,0,0
0.23204539087597822,0,0,0
0.6182850754747625,0,0,0
0.06567299564849122,0,0,0
0.5417019207161983,0,0,0
0.4934211164114446,0,0,0
0.2914046036328565,0,0,0
0.28028745834722407,0,0,0
0.14390223650888717,0,0,0
0.234581538199748,0,0,0
0.20038056677653698,0,0,0
0.17674713358017297,0,0,0
0.11584038500896593,0,0,0
0.3218641517216575,0,0,0
0.11110442600680895,0,0,0
0.14428166721703223,0,0,0
0.20361788268861386,0,0,0
0.16512235269707307,0,0,0
0.7218037154729718,0,0,0
0.18503032727529692,0,0,0
0.2972139589548332,0,0,0
0.20105101183974444,0,0,0
0.3256878454247872,0,0,0
0.09034236789320992,0,0,0
0.848317815932237,0,0,0
0.5508938093739589,0,0,0
0.2583600147925155,0,0,0
0.206279590448524,0,0,0
0.26325602566371825,0,0,0
0.28764009566766474,0,0,0
0.23488781198447267,0,0,0
0.803734628912978,0,0,0
0.9201894319399037,0,0,0
0.16929947625718184,0,0,0
0.11838965419244007,0,0,0
0.13234646856658444,0,0,0
0.9986475470512934,0,0,0
0.21433182604615825,0,0,0
0.25862304013041104,0,0,0
0.2845319292258841,0,0,0
0.15367682900209978,0,0,0
0.15146351925036783,0,0,0
0.26319208052108606,0,0,0
0.096332365893144,0,0,0
0.31269678767669173,0,0,0
0.18726133731348407,0,0,0
0.13538057326448213,0,0,0
0.1087271277651006,0,0,0
0.2105731417704285,0,0,0
0.22079647357508286,0,0,0
0.20787008708533294,0,0,0
0.0752713875004662,0,0,0
0.2501427356631868,0,0,0
0.0750625274627548,0,0,0
0.20569876214501928,0,0,0
0.23016197253268275,0,0,0
0.12326679721529697,0,0,0
0.25200572226405454,0,0,0
0.17423085239663524,0,0,0
0.26341510267507284,0,0,0
0.12502456874516746,0,0,0
0.8632151924907464,0,0,0
0.37367273342560897,0,0,0
0.2118139290460707,0,0,0
0.09608992646388768,0,0,0
0.3094394742194962,0,0,0
0.49850868198005505,0,0,0
0.15731446329669352,0,0,0
0.6411559879143035,0,0,0
0.1544510714207973,0,0,0
0.37161159357464224,0,0,0
0.3203043060309034,0,0,0
0.5493667533859089,0,0,0
0.3430226210684629,0,0,0
0.22163054304349433,0,0,0
0.2675318000728317,0,0,0
0.7856799459024965,0,0,0
0.1837344473058024,0,0,0
0.2187144767482336,0,0,0
0.1824033889957409,0,0,0
0.6584900497056212,0,0,0
0.18504608524894636,0,0,0
0.3007611899820306,0,0,0
0.13335256677810559,0,0,0
0.10308685744770994,0,0,0
0.33760280977096147,0,0,0
0.22372770910313078,0,0,0
0.22182396812058194,0,0,0
0.18924258533889632,0,0,0
0.22490467104975972,0,0,0
0.6149977074209791,0,0,0
0.23922858739048258,0,0,0
0.536872976454365,0,0,0
0.16770212272551774,0,0,0
0.15055276075214194,0,0,0
0.1644748788562427,0,0,0
0.4434996474293365,0,0,0
0.22269098959195116,0,0,0
0.35888428567971753,0,0,0
0.12721914093752973,0,0,0
0.4707205325327334,0,0,0
0.12194932178916354,0,0,0
0.22230923311728246,0,0,0
0.21279000731374673,0,0,0
0.2332756119802563,0,0,0
0.49667684859225947,0,0,0
0.13984785599846963,0,0,0
0.4951202096298246,0,0,0
0.2194442758929616,0,0,0
0.09503861847712405,0,0,0
0.08740291216612843,0,0,0
0.15856056699534252,0,0,0
0.17731814321189995,0,0,0
0.13248046105419875,0,0,0
0.1793118706125204,0,0,0
0.17324170192661673,0,0,0
0.28046164368326854,0,0,0
0.2121590034873551,0,0,0
0.30565614504158434,0,0,0
0.20617841618402505,0,0,0
0.46100516320884083,0,0,0
0.6513400824068635,0,0,0
0.2498186202995679,0,0,0
0.19008177237488788,0,0,0
0.08676697602958107,0,0,0
0.34500491587076765,0,0,0
0.7736770770022399,0,0,0
0.11672408372133371,0,0,0
0.8343839181081362,0,0,0
0.15983108252910422,0,0,0
0.12628500398929496,0,0,0
0.24871543755791514,0,0,0
0.38452191130512337,0,0,0
0.14165086686391218,0,0,0
0.7220694946806282,0,0,0
0.16532735043734276,0,0,0
0.5027837573475227,0,0,0
0.15033348558421805,0,0,0
0.12701301289551745,0,0,0
0.2708158367898001,0,0,0
0.3241489422647986,0,0,0
0.209814095945094,0,0,0
0.11336800577657359,0,0,0
0.15326877303598863,0,0,0
0.42041326531602546,0,0,0
0.14179048833834085,0,0,0
0.08824669619414371,0,0,0
0.08281974670522514,0,0,0
0.32834557116406654,0,0,0
0.47202486476984346,0,0,0
0.22284658307086805,0,0,0
0.15677641507064285,0,0,0
0.29802138413321777,0,0,0
0.08416759611708051,0,0,0
0.48244249822493274,0,0,0
0.435814448640387,0,0,0
0.2399053021842195,0,0,0
0.28193056538578215,0,0,0
0.14599833916222074,0,0,0
0.280675585039516,0,0,0
0.3611535656908524,0,0,0
0.2128778938167858,0,0,0
0.13371912387242,0,0,0
0.12642129912392602,0,0,0
1.4298039352375524,0,0,0
0.08252071482457361,0,0,0
0.27374605956870063,0,0,0
0.16289696261333006,0,0,0
0.12810331458879703,0,0,0
0.5831526003011244,0,0,0
0.19758701777731527,0,0,0
0.17113139275507377,0,0,0
0.15687821960391743,0,0,0
0.15842615384267217,0,0,0
0.11485014489470664,0,0,0
0.23528850098480122,0,0,0
0.5296641143369949,0,0,0
0.5646093174414989,0,0,0
0.8366713352627607,0,0,0
0.22779400443600017,0,0,0
0.3631224809059138,0,0,0
0.23312102074969035,0,0,0
0.21059572955217917,0,0,0
0.24889541445673438,0,0,0
0.1337571784101016,0,0,0
0.10077189522762144,0,0,0
0.42965554416542545,0,0,0
0.25226853233423374,0,0,0
0.2756889501578658,0,0,0
0.2595683675535934,0,0,0
0.15484206326200756,0,0,0
0.2070601197534696,0,0,0
0.4181314843809057,0,0,0
0.24344225675468187,0,0,0
0.19017397520669474,0,0,0
0.22136090925224922,0,0,0
0.1606960020332213,0,0,0
0.138066113329936,0,0,0
0.29693984684928043,0,0,0
0.0774949319670409,0,0,0
0.12548229579796746,0,0,0
0.34892214767378743,0,0,0
0.1972829973022659,0,0,0
0.07104502459915876,0,0,0
0.13159496966372597,0,0,0
0.26998062448117327,0,0,0
0.13224775663085955,0,0,0
0.3435568199005215,0,0,0
0.214403860649942,0,0,0
0.1438678206736292,0,0,0
0.21675708101453595,0,0,0
0.9621221259777364,0,0,0
0.3068510125861183,0,0,0
0.33167588419140787,0,0,0
0.4006823272128097,0,0,0
1.2198432982251055,0,0,0
0.21012191954728707,0,0,0
0.11554126395825119,0,0,0
0.22212243866279133,0,0,0
0.0691891619348845,0,0,0
0.05784843471311783,0,0,0
0.11383637424920968,0,0,0
0.32126160469636067,0,0,0
0.2204795671895051,0,0,0
0.8111892391506638,0,0,0
0.13027893895964865,0,0,0
0.36076942315751187,0,0,0
0.13291399757676095,0,0,0
0.531754289581831,0,0,0
0.23694651413022036,0,0,0
0.212750666015859,0,0,0
0.28530424576227337,0,0,0
0.12545984148537156,0,0,0
0.144133460543124,0,0,0
0.08616919167616592,0,0,0
0.24869748416306262,0,0,0
0.21985400777903213,0,0,0
0.11038156338147136,0,0,0
0.2256890904142702,0,0,0
0.21153422914220785,0,0,0
0.46778842505485063,0,0,0
0.22350452968966023,0,0,0
0.15689100156276456,0,0,0
0.10452363942459976,0,0,0
0.16965088010592588,0,0,0
0.6245273680470594,0,0,0
0.1520074686118165,0,0,0
0.5652867435697498,0,0,0
0.3400421397701912,0,0,0
2.342557139672205,0,1,0
0.5696901297124645,0,0,0
0.2159079917869435,0,0,0
0.3071867651485875,0,0,0
0.16258175663794583,0,0,0
0.20066528392139873,0,0,0
0.1876825151639097,0,0,0
0.3906218970948096,0,0,0
0.26322386969125083,0,0,0
0.2077938273845894,0,0,0
0.2943068777040471,0,0,0
0.34769929293189855,0,0,0
0.9232602300493357,0,0,0
0.15952334528682785,0,0,0
0.3335550555826468,0,0,0
0.12494265961198302,0,0,0
0.1160131033778797,0,0,0
0.1704351756801178,0,0,0
0.1231106183767781,0,0,0
0.15829342691420353,0,0,0
0.2016970458904202,0,0,0
0.23073278017859958,0,0,0
0.32093272471536893,0,0,0
0.24937468295894324,0,0,0
0.269768018590578,0,0,0
0.1775717890930705,0,0,0
0.26478106850539873,0,0,0
0.32573854796290985,0,0,0
0.4022667582586386,0,0,0
0.3376305048959962,0,0,0
0.11337939809936078,0,0,0
0.3154249413114035,0,0,0
0.4559627303915723,0,0,0
0.22029520863306526,0,0,0
0.1862985734850993,0,0,0
0.09880728963310953,0,0,0
0.5341391314341509,0,0,0
0.5294558062847867,0,0,0
0.11011534385745528,0,0,0
0.5211566181125462,0,0,0
0.1992683729490992,0,0,0
0.27308079478697855,0,0,0
0.44697358960576133,0,0,0
0.2363512332718312,0,0,0
0.558802685256813,0,0,0
0.23319463966049586,0,0,0
0.08331775119571895,0,0,0
0.8729201392147582,0,0,0
0.15600609806618293,0,0,0
0.2680332970522092,0,0,0
0.3053526272745038,0,0,0
0.3863790699356933,0,0,0
0.18210286837211007,0,0,0
0.133740756731894,0,0,0
0.1675433567694952,0,0,0
0.1354444137614275,0,0,0
0.21055564573720315,0,0,0
0.11275385752383076,0,0,0
0.3784484003755233,0,0,0
0.4158244296363133,0,0,0
0.10077458076950123,0,0,0
0.17159992891207743,0,0,0
0.14084635326933584,0,0,0
0.13186655897220662,0,0,0
0.09563057311249194,0,0,0
0.07012620766233192,0,0,0
0.1783364224335699,0,0,0
0.5046657747983156,0,0,0
0.13302890063445094,0,0,0
0.12488757071770425,0,0,0
0.08919764098756063,0,0,0
0.15388781729347206,0,0,0
0.6036133956682066,0,0,0
0.9141499083603866,0,0,0
0.17716900228532614,0,0,0
0.13719332623486763,0,0,0
0.2561692424600475,0,0,0
0.2286290109446357,0,0,0
0.43882911909264355,0,0,0
0.31556272383739953,0,0,0
1.2056846083015507,0,0,0
0.10829070175101935,0,0,0
0.7439246099010143,0,0,0
1.7560039674665997,0,1,0
0.10693068234856752,0,0,0
0.17302634628750185,0,0,0
0.31856703439461936,0,0,0
0.141683877412126,0,0,0
0.3175856799030219,0,0,0
1.0905565393587247,0,0,0
0.26795743221613644,0,0,0
0.1075257721571702,0,0,0
0.187488963204857,0,0,0
0.39688581958276054,0,0,0
0.21311187085075642,0,0,0
0.1206683097349827,0,0,0
0.22135566053853578,0,0,0
0.3761712463783001,0,0,0
0.4042057580240771,0,0,0
0.28199564278155975,0,0,0
0.29141030774356275,0,0,0
0.18755818628942683,0,0,0
0.8004452380853344,0,0,0
0.15516893557429087,0,0,0
0.22431878395961488,0,0,0
0.14467795051030302,0,0,0
0.16890793807394114,0,0,0
0.10240862134826687,0,0,0
0.24448903811704734,0,0,0
0.5788964161014636,0,0,0
0.0847296169222218,0,0,0
0.9053862828956625,0,0,0
0.08684201014802653,0,0,0
0.4023507339127139,0,0,0
0.13694732815982424,0,0,0
0.17406218317309863,0,0,0
0.2923052162300261,0,0,0
0.08403681633678982,0,0,0
0.3880207853069994,0,0,0
2.213833767115252,0,1,0
0.12136651210393731,0,0,0
0.2641596983701981,0,0,0
0.549954011171298,0,0,0
0.2815381146415853,0,0,0
0.13098878797887728,0,0,0
0.2082124861306218,0,0,0
0.2549051788203173,0,0,0
0.35512174417068837,0,0,0
0.19094420593116854,0,0,0
0.667631617091969,0,0,0
0.7879006202651748,0,0,0
0.22143718924342476,0,0,0
0.47591949859269006,0,0,0
0.14725107357657757,0,0,0
0.22714506602602774,0,0,0
0.2154103001187289,0,0,0
0.26728814480042745,0,0,0
0.22796905338147597,0,0,0
0.23659026421785553,0,0,0
0.1456043222617854,0,0,0
0.17723861098965238,0,0,0
0.21641750921695804,0,0,0
0.46093236293620793,0,0,0
0.46406479378863735,0,0,0
0.13124909217529993,0,0,0
0.7117990722695352,0,0,0
0.7725801198804653,0,0,0
0.2043558559739169,0,0,0
0.4732030529926497,0,0,0
0.5670824548869506,0,0,0
0.3109765016962906,0,0,0
0.1678632681973115,0,0,0
0.1538677808952279,0,0,0
0.9772238734273321,0,0,0
0.1025047612671375,0,0,0
0.8585733785436893,0,0,0
0.4880036654343472,0,0,0
0.27145154719939957,0,0,0
0.23693215971867757,0,0,0
0.1831449880220236,0,0,0
0.2170332693189744,0,0,0
0.11570301961470247,0,0,0
0.2586110309074468,0,0,0
0.07944687573437775,0,0,0
0.10226456877805101,0,0,0
0.2543047398987813,0,0,0
0.3031764126330184,0,0,0
0.09236794568758391,0,0,0
0.24851402051738028,0,0,0
0.5442896096463309,0,0,0
0.16526772982190757,0,0,0
0.22426500988124867,0,0,0
0.18265242664381154,0,0,0
0.265311380863026,0,0,0
0.29396827442929224,0,0,0
0.17208150304089317,0,0,0
0.26416980549373925,0,0,0
0.09477262242725235,0,0,0
0.18121308043204556,0,0,0
0.5816144066061112,0,0,0
1.0058629949734776,0,0,0
0.12306501659836025,0,0,0
0.25559478152441145,0,0,0
0.12182015324006115,0,0,0
0.12084990429975753,0,0,0
0.6153649636245331,0,0,0
1.041266779399163,0,0,0
0.2891942630869316,0,0,0
0.306375889896631,0,0,0
0.17639912436658234,0,0,0
0.33473112503189684,0,0,0
0.281696631189202,0,0,0
0.4161428956673798,0,0,0
0.10670850047014473,0,0,0
0.4927204951562325,0,0,0
0.1781353995677124,0,0,0
0.22338236110332646,0,0,0
0.2735951681579001,0,0,0
0.2266674449098179,0,0,0
0.18558000393182852,0,0,0
0.38334032603201373,0,0,0
0.30382372581610095,0,0,0
0.14332744471246475,0,0,0
0.09562323889880878,0,0,0
0.11762828027344377,0,0,0
0.21093009097540014,0,0,0
0.2513791459481644,0,0,0
0.927965454802027,0,0,0
3.2024495640262183,0,1,1
11.709474111787424,0,1,1
0.609551893305791,0,0,0
0.32201536213874127,0,0,0
0.3145943589432297,0,0,0
0.24398564689905994,0,0,0
0.12851857310347034,0,0,0
0.34866423866832197,0,0,0
0.37950033902909663,0,0,0
0.23182537656119434,0,0,0
0.21905885266645045,0,0,0
0.11271681205628399,0,0,0
0.1716158009929135,0,0,0
0.06663566107965618,0,0,0
0.7884022862484006,0,0,0
0.3318995517808023,0,0,0
0.1328442690630137,0,0,0
0.1375972069667379,0,0,0
0.5577296737337799,0,0,0
0.3169086510134471,0,0,0
0.3441671391088936,0,0,0
0.0661228505287758,0,0,0
0.20656803924493794,0,0,0
0.2428238491160353,0,0,0
0.1970392139777211,0,0,0
0.507720400521592,0,0,0
0.1593919770371282,0,0,0
0.2925709295554084,0,0,0
0.696146939144774,0,0,0
0.23850654891569958,0,0,0
0.10575798214632771,0,0,0
0.13842508050031743,0,0,0
0.8575900111908674,0,0,0
0.1803528690353779,0,0,0
0.48510672389232146,0,0,0
0.45126466588062314,0,0,0
0.08020956551453981,0,0,0
0.20015500632295205,0,0,0
0.09728563688613202,0,0,0
0.13311762338955224,0,0,0
0.40163709554363886,0,0,0
0.11547133944100325,0,0,0
0.18738346007045792,0,0,0
0.6283751980091076,0,0,0
0.49098155217809203,0,0,0
0.3361206582233541,0,0,0
0.07127280036631232,0,0,0
0.12620323626840932,0,0,0
0.16855740129079852,0,0,0
0.19761500621645262,0,0,0
0.1601177646071765,0,0,0
0.4985691775517442,0,0,0
0.10211317381940126,0,0,0
0.1994044275561358,0,0,0
0.30911627964518956,0,0,0
0.2542327916261416,0,0,0
0.2712035117397788,0,0,0
0.18252018263247574,0,0,0
0.3405734684220814,0,0,0
0.21333684529946031,0,0,0
0.15770235552961448,0,0,0
0.6796003037374599,0,0,0
0.17102253570213274,0,0,0
0.2484528177615915,0,0,0
0.11404704928937556,0,0,0
0.10763999111450791,0,0,0
0.11552572380874251,0,0,0
0.4984735278297109,0,0,0
0.12903409331603835,0,0,0
0.47040568192373383,0,0,0
0.18534415463409323,0,0,0
0.07821912570942574,0,0,0
0.13751437808457495,0,0,0
0.24571594613284714,0,0,0
0.1837023757709297,0,0,0
0.08048485099813209,0,0,0
0.5908651117304433,0,0,0
0.18194858240668949,0,0,0
0.11276482996381082,0,0,0
0.0526013339181848,0,0,0
0.10909308362672449,0,0,0
0.23159345947704355,0,0,0
0.2993060812719602,0,0,0
0.14027395468004034,0,0,0
0.10120943405233047,0,0,0
0.5534762874239313,0,0,0
0.09694189465312161,0,0,0
0.13905248854679578,0,0,0
0.36117224929709835,0,0,0
0.6248660538362809,0,0,0
0.24170003530786438,0,0,0
0.27448882476308156,0,0,0
0.1317838063766435,0,0,0
0.32862796334765587,0,0,0
0.17166584558116255,0,0,0
0.1258678313060648,0,0,0
0.11207274325004296,0,0,0
0.23908996957238,0,0,0
0.176542573201737,0,0,0
0.34184742909840504,0,0,0
0.13479728917837658,0,0,0
0.3491078585543818,0,0,0
0.2853347305994128,0,0,0
0.07843886087555947,0,0,0
0.09095333627879419,0,0,0
0.23641073927183698,0,0,0
0.23479217758957693,0,0,0
0.12157485577823665,0,0,0
0.25691751512493927,0,0,0
0.22308587762480656,0,0,0
0.15991605031996073,0,0,0
0.8751939379122956,0,0,0
0.1951781751126901,0,0,0
0.3439994799370713,0,0,0
0.1034751080582239,0,0,0
0.601233608881529,0,0,0
0.20777978697975266,0,0,0
0.5867700439237181,0,0,0
0.425169061958681,0,0,0
0.23731895030766323,0,0,0
0.16754688714841365,0,0,0
0.20748314903036477,0,0,0
0.11662745617468004,0,0,0
0.2255228025366089,0,0,0
1.6734027079839735,0,1,0
0.9036192665822471,0,0,0
0.2794300170504575,0,0,0
0.09453475134895047,0,0,0
0.21341110412222858,0,0,0
0.12650437850546598,0,0,0
0.1872145720134933,0,0,0
0.07062947767651542,0,0,0
0.1720875139290637,0,0,0
0.15107825594410848,0,0,0
0.21002501330826065,0,0,0
0.07329240279703435,0,0,0
0.45523227995522936,0,0,0
0.09267463382539834,0,0,0
0.2940037433002905,0,0,0
0.5180220828107583,0,0,0
0.28895895372326674,0,0,0
0.20582790637423068,0,0,0
0.6913872558378965,0,0,0
1.0076233643190342,0,0,0
0.28153152280601634,0,0,0
0.6429435594869102,0,0,0
0.2567528671593066,0,0,0
0.12180416999157219,0,0,0
0.1097856670777683,0,0,0
0.10016214446901724,0,0,0
0.1509145775035366,0,0,0
0.17771061246717088,0,0,0
0.08337324297541092,0,0,0
0.5149052538526374,0,0,0
0.621057128472275,0,0,0
0.2575734295097409,0,0,0
0.2745108863269216,0,0,0
0.24084827860971433,0,0,0
0.32537277345073795,0,0,0
0.27171830494606775,0,0,0
0.31875732485565184,0,0,0
0.10887977920407362,0,0,0
0.3141334329563904,0,0,0
0.13442182236430467,0,0,0
0.1726177182250444,0,0,0
0.1647044150461477,0,0,0
0.31857336570678924,0,0,0
0.27980599721990973,0,0,0
0.250704945343377,0,0,0
0.2016627428906785,0,0,0
6.77359026948125,1,1,1
0.20802302803234882,0,0,0
0.15443653084855674,0,0,0
0.2327585714215772,0,0,0
0.11650118127579064,0,0,0
0.07947243598367733,0,0,0
0.26226618497936366,0,0,0
0.2472521105529322,0,0,0
0.15001491812205142,0,0,0
0.3342583236113327,0,0,0
0.2584685999649959,0,0,0
0.46390952402652186,0,0,0
0.09580911027514258,0,0,0
0.6815307315098312,0,0,0
0.33090238647493286,0,0,0
0.08958316896486158,0,0,0
0.21603624213489298,0,0,0
0.7490176275195608,0,0,0
0.5947902554590633,0,0,0
0.1397572888027291,0,0,0
0.1599021617727239,0,0,0
0.11439823658777537,0,0,0
0.16990423988112396,0,0,0
0.11966384920468921,0,0,0
0.20954171568559762,0,0,0
0.09921890106793303,0,0,0
0.12503051274406352,0,0,0
0.1962723678651264,0,0,0
0.10409539238912036,0,0,0
0.08812739571604314,0,0,0
0.22055394858667646,0,0,0
0.2299274359331755,0,0,0
11.075452317794916,0,1,1
0.12450246588114569,0,0,0
0.08167545008874551,0,0,0
0.6905145594306609,0,0,0
0.45677753279022776,0,0,0
0.2481138212617973,0,0,0
0.6505149518990004,0,0,0
0.1806934936549805,0,0,0
0.14752860510890012,0,0,0
0.34639200178162494,0,0,0
0.23176958601762607,0,0,0
0.09609241458529247,0,0,0
0.09007223460212949,0,0,0
0.08794968442018168,0,0,0
0.1918838424336634,0,0,0
0.20717423837630672,0,0,0
0.10142195878536626,0,0,0
0.18902083598935762,0,0,0
0.12709543585546862,0,0,0
0.09968417537128386,0,0,0
0.09030018743212692,0,0,0
0.08565095271339854,0,0,0
0.22820339874414708,0,0,0
0.13671176353984413,0,0,0
0.5902534936130714,0,0,0
0.26082575724647644,0,0,0
0.7512455347176222,0,0,0
0.15061027808938238,0,0,0
0.18011293553669988,0,0,0
0.11792128891080193,0,0,0
0.09028244520577824,0,0,0
0.1915744212179645,0,0,0
0.17194024595751975,0,0,0
0.07840484638034928,0,0,0
0.13649803167090965,0,0,0
0.3286630486261014,0,0,0
0.11070939257950599,0,0,0
0.1950844259438604,0,0,0
0.22711061784766423,0,0,0
0.13508832314011562,0,0,0
0.9481015847941437,0,0,0
0.16848012229171933,0,0,0
0.29880362824083206,0,0,0
0.10174942614222929,0,0,0
0.2889655387955449,0,0,0
0.1355539568074987,0,0,0
0.23165346334546433,0,0,0
0.3742940416937351,0,0,0
0.26957026857712024,0,0,0
0.35934483657968813,0,0,0
0.27798449638871436,0,0,0
0.11712208648322825,0,0,0
0.23241117691478244,0,0,0
0.2542546082684396,0,0,0
0.5473250980920923,0,0,0
0.4180288010982465,0,0,0
0.39212071165886503,0,0,0
0.14159190227752613,0,0,0
0.10456705024709616,0,0,0
0.6419365710803612,0,0,0
0.4079140610346531,0,0,0
1.2563947262020159,0,0,0
